at,score,content
2024-11-20 16:49:30,1,Force close mulu sekarang
2024-11-20 16:40:39,1,Ini gimna ya mau transaksi pembayaran gak bisa bisa mana pakai waktu lagi bayar nya aplikasi keluar terus pas mau transaksi
2024-11-20 16:29:18,3,"3 dulu,karna aplikasi nya keluar sendiri kaget kaget"
2024-11-20 16:26:20,5,Makin ke sini makin òke
2024-11-20 16:23:47,1,"Sekarang suka close sendiri apa ada masalah dengan apk nya?? Kapasitas penyimpanan/memori tlpn masih banyak dan data paket lancar, tapi sering close sendiri."
2024-11-20 16:06:27,1,"Kagak berhenti gangguan . Katanya mohon maaf kami sedang meningkatkan layanan mobile banking . Habis di buka , keluar sendiri. Selalu gitu, Memory ama ram padahal banyak. Ni aplikasi emang bermasalah"
2024-11-20 16:01:14,1,"Perbaiki lah, makin banyak bug nya ini.. Apa harus uninstall"
2024-11-20 15:55:46,1,"Kok pas mau buka selalu ngarah buat debit ya? KAN SAYA GAK MAU BUAT DEBIT NGERTI GAK, UDAH ITU APLIKASI SUKA KELUAR SENDIRI"
2024-11-20 15:49:47,4,Tolong dong . Ini gimana kok ngebug terus waktu mau TF . Tolong dong di perbaiki
2024-11-20 15:42:04,2,"Tiba tiba ada bug sementara ada transaksi penting,ganti IT yg lebih bagus ya"
2024-11-20 15:34:53,2,Ini kenapa mbking bni gk bs buat transaksi dr pgi log out trs y.. Ganguan atau gmn knp tdk ad pemberitahuan y
2024-11-20 15:30:17,3,"Kok masih kaya gini sih mau TF jadi susah baru buka udah balik lagi ke beranda berulang kali ,malu kalok lagi TF atau quris di tungguin 🥲, Udha berapa hari kaya gini nyebelin.... Padahal udah pakak wifi data internet kenceng ,memory juga masih ok ... Apa yang rusak ini kapan di perbaiki 😭😭😭 harus kah pergi ke kantornya ? Kenapa harus download banyak aplikasi emang satu aja gak cukup ya ,Sampek harus download wondr?"
2024-11-20 15:23:39,1,maaf saya edit jadi bintang 1. Tadinya saya kasih bintang 5 karna hanya tidak bisa beli token. Sekarang giliran sejak pembaruan terahir mau transaksi langsung close tiba tiba. Aneh
2024-11-20 15:17:51,4,"Setelah update terbaru.. Jadi sering force close Kalau di reset uninstall, repot lgi harus izin untuk verifikasi ke kantor bank bni"
2024-11-20 15:01:42,4,Kok sekarang jadi tiba tiba sering keluar sendiri pada saat transaksi.. padahal ram sama memory masih sangat aman.. tolong di perbaiki layanan aplikasi nya.. ini sangat menggangu saat mau transaksi.
2024-11-20 14:51:22,1,Ini kenapa ya. Tiap mau transfer selalu keluar sendiri??? Gangguan atau apa ini. Tolong segera diperbaiki!!!
2024-11-20 14:46:16,1,Tolong di perbaiki Aplikasi nya. Karena sering keluar tiba-tiba.
2024-11-20 14:35:40,2,Kenapa pembayaran listrik tidak bisa ?????
2024-11-20 14:29:00,5,Ini kenapa ya BNI mobile kog keluar2 sendiri .
2024-11-20 14:22:33,1,"Aplikasi tambah kacau,,sering keluar melulu,,, Tolong perbaiki,,,"
2024-11-20 14:13:50,3,jian kok mental2 wae sak iki onok opo
2024-11-20 14:07:38,1,Jelek bgt eror mulu ngeselin
2024-11-20 13:59:58,1,"Masih aja fc, udah ngikutin sarannya masih aja kek gitu. Hp gk pernah root/jailbreak. Gimana inii mo transaksi malah gabisaa. Udah semua, tetep kek gituu"
2024-11-20 13:59:38,5,Semenjak di update koq sering keluar sendiri
2024-11-20 13:51:07,1,"Aplikasi sangat buruk ketika di butuhkan sering loading lama belum lagi pas mau ambil bukti transaksi malah close sendiri tolong apknya benerin BNI , MASA KALAH SAMA BCA LAMA LAMA SAYA PINDAH"
2024-11-20 13:40:51,1,"BNI mobile banking ga bisa di buka telp CS katanya sedang maintenance. Di suruh download Wondr. Pas mau download baca ulasan isinya komplain semua. Saran untuk BNI, untuk apa aplikasi sampai 2 ? Mending 1 aplikasi saja yang penting bagus. 2 aplikasi bikin berat memori HP. Pikirkan! Yang cerdas kalau 1 bagus untuk apa 2. Pikirkan!"
2024-11-20 13:37:33,1,"Perihal bug dri akhir oktober sampe sekarang, tidak ada penyelesaian apa. Buat saya risih saat ingin transfer keluar terus!!"
2024-11-20 13:33:29,3,"Ini kenapa tiba-tiba keluar aplikasi saat sedang lekukan transaksi? Tolong segera diperbaiki bugnya, saya tidak bisa melakukan transaksi"
2024-11-20 13:32:43,4,tolong diperbaiki dong soalnya setiap mau transaksi pasti selalu keluar dari aplikasi nya sendiri
2024-11-20 13:26:14,1,Bug mulu nih sekarang.. Keluar2 mulu malesin
2024-11-20 13:25:51,1,"Aplikasi sedang saya gunakan tiba tiba keluar sendiri, tolong dong di update lagi"
2024-11-20 12:59:39,1,aplikasi keluar² sendiri gak jelas.. sudah hapus instal ulang ttep gak jelas selalu close2 senidri
2024-11-20 12:48:31,1,"Aplikasi ini tidak nyaman dipakai , karna terjadi bug sering keluar sendiri waktu dipakai untuk tranfer mohon diperbaiki aplikasinya"
2024-11-20 12:32:54,1,"Percuma update aplikasinya, slama sudah update sering terjadi keluar sendiri dr aplikasi"
2024-11-20 12:17:56,1,"Force close trus setelah di update, mau TF antarbank selalu keluar.."
2024-11-20 12:17:10,3,Kok sering keluar keluar sendiri ya pas hbis update
2024-11-20 12:09:42,3,"Ini kenapa ya setelah update terakhir malah jadi banyak bug, mau transaksi atau Qris pun selalu close sendiri. Tolong dong perbaiki bug nya !!"
2024-11-20 12:04:50,5,"Ini m.banking nya kenapa setiap mau transper duit suka kluar sndri aplikasi nya,,tolong di perbaiki dlu"
2024-11-20 11:45:57,1,Ini karena terpaksa saja harus pakai bank himbara. Kalo tidak diwajibkan tidak akan pernah pakai bank himbara karena pelayanan dan fiturnya sangat buruk.
2024-11-20 11:44:32,1,Ngebug terus padahal sudah di restart dan perbaharui lagi.
2024-11-20 11:37:04,5,Tolong dong perbaiki bug nya di saat transaksi selalu mati
2024-11-20 11:32:16,1,Setelah update malah bug
2024-11-20 11:27:16,5,"Parah sekali sekarang sering keluar terus. Sudah coba di uninstall terus instal ulang juga tetap saja terjadi. Clear cache etc juga tetap tidak ngaruh. Tolong dong segera diperbaiki, masa sekelas BNI lelet amat menangani masalah ginian."
2024-11-20 11:24:13,2,"Jangan di paksa pindah dong, saya udh terbiasa menggunakan mbanking jangan ubah ke wonder, semenjak ada wonder nih mbanking force close Mulu, kesannya disuruh paksa pindah ke wonder"
2024-11-20 11:23:07,1,Ngebug ngga jelas banget.parah
2024-11-20 11:17:54,1,"saya update jd bintang 1 lagi mentang² ad aplikasi wondr user lama bni mobile banking force close trs, aplikasi g*bl*g.. liat bca, wlwpun ad mybca yg baru, bca mobile banking yg lama tetap lanjay(lancar jaya) gk ad penyakit aneh² force close, blm ap² kluar sendiri bl*gggggggg"
2024-11-20 11:05:00,1,ini knpa tiap masuk ke aplikasi kok keluar terus....mohon solusinya.....
2024-11-20 11:03:05,1,"Tolong perbaiki bug nya dong, suka keluar sendiri pas transaksi (transfer)"
2024-11-20 10:46:03,1,Bug force close
2024-11-20 10:44:54,1,"Ini aplikasi kenapa suka keluar sendiri Banyak juga yang ngeluh Tolong sistem nya di perbaiki bukan malah nyalahin hp pengguna nya, ini hp baru di beli loh masa sudah rusak, banyak yang alamin bukan cuman saya"
2024-11-20 10:37:10,1,Sering ngebug. Awalnya aku kira hp ku yang terlalu banyak virus. Sampe aku reset pabrik. Pas di instal ulang malah apk ini yang bug
2024-11-20 10:00:42,1,Aplikasinya kok ngeclose sendiri ...bahaya lg proses tf tiba2 close....sampai kpn spt ini trs
2024-11-20 10:00:39,1,"Nge bug bug terus!!!! Lagi lakukan transaksi,kembali kembali terus. Ga jelas!!!"
2024-11-20 09:53:12,3,"Padahal ram hp masih banyak, android juga sudah versi terbaru, tapi kenapa masih tetap keluar sendiri dr aplikasinya ketika di pakai? Gimana ini untuk pihak bank'nya?"
2024-11-20 09:47:32,1,Aplikasi sering log out sendiri
2024-11-20 09:41:56,1,FORCE CLOSE TEROOOOSSSSS
2024-11-20 09:33:49,2,Ini kenapa keluar sendiri. Baru lagi mau transfer udah keluar sendiri. Ga selesai2 ini keluar2 terus. Tolong dong diperbaiki. Mksh
2024-11-20 09:31:14,1,Sering keluar sendiri dari aplikasi
2024-11-20 09:30:18,1,"Pembaruan BNI Mobile Banking versi 5.13.2 sangat buruk. Sering Force Close, Membahayakan ketika bertansaksi, Tidak bisa menscreen-shoot transaksi yg dilakukan karena sering force close. Mohon segera ditangani permasalahannya."
2024-11-20 09:24:38,1,Aplikasi tak belum apa² udh keluar sendiri terus menerus seperti itu
2024-11-20 09:16:11,2,Ini kenapa kok sering keluar sendiri saat transaksi tolong segera di perbaiki
2024-11-20 09:12:56,1,Suka keluar sendiri...cuma aplikasi bni mobile yg keluar sendiri..alasan memori hp.hapus cehce..tetap aja keluar sndiri...mnta tolong perbaiki ..susah transaksi kl bgni
2024-11-20 09:00:57,5,Kenapa ya ko sedang transaksi tiba2 keluar dengan sendirinya dari aplikasi tolong infonya
2024-11-20 08:44:42,1,Suka close sendiri tengah transaksi
2024-11-20 08:27:26,1,Aplikasi sudah di update terbaru tetapi masih saja suka keluar sendiri.!!! Tolong cepat di perbaiki.!!!
2024-11-20 08:16:56,1,Aplikasi tidak bisa di buka
2024-11-20 08:04:24,5,Aplikasi terdapat banyak bugs. Aplikasi selalu tetutup dengan sendirinya dan muncul warning. Aplikasi ini terdapat dan diminta pengembang utk memperbaikinya.
2024-11-20 08:00:56,3,"Tolonglah BNI ku ga bisa D pakek transfer, gara""bug yg keluar sendiri 😭😭,, kecewa banget sma m banking versi baru nya"
2024-11-20 07:57:19,2,Gk jelas habis update malah suka keluar sendiri dari aplikasinya bukan mempermudah kalo kaya gini malh mempersulit
2024-11-20 07:56:51,1,Kenapa setelah di-update malah sering close sendiri dari aplikasi BNI mobile-nya.. sebelum di-update aman saja kenapa setelah update jadi keluar dari aplikasi secara tiba tiba.
2024-11-20 07:46:00,1,Aplikasi gak guna banyak powerclose sendiri ..ngehambat mau transaksi apapun..bintang satuu minussss
2024-11-20 07:41:22,5,Bagussssss
2024-11-20 07:30:55,1,"kenapa ngebug terus aplikasinya. mau login ga bisa-bisa karena aplikasinya keluar sendiri. tolong dong butuh mbanking bangett. jangan bilang karna internal hp dsb, karena internal masih banyak ruangg."
2024-11-20 07:27:16,2,"Sangat mengganggu, ketika masuk sekitar 1 menit tiba tiba keluar sendiri dan terus terusan begitu...ganggu banget"
2024-11-20 07:20:24,1,"Setelah update terakhir malah sering keluar sendiri dari aplikasi, belum sempat kirim bukti transfer tapi udah keluar otomatis. Tolong diperbaiki, jadi males transaksi pakai bni."
2024-11-20 07:14:38,1,Susah banget loginnya padahal udah bener semua
2024-11-20 07:09:55,1,"Sering Force close sendiri aplikasinya saat mau transaksi apapun, mohon segera diperbaiki. Sudah reset hp install baru memory masih banyak masih sama saja Force close aplikasinya."
2024-11-20 06:48:30,2,"Tolong diperbaiki masalah bug nya. Aplikasi sering nutup sendiri, sangat mengganggu. Ini tgl 20/11/2024, berarti sudah 2 hari seperti ini . Memori hp masih aman, cache rutin dibersihkan"
2024-11-20 06:32:18,4,"Tolong, aplikasinya sering keluar sendiri di 5 hari ini."
2024-11-20 05:56:50,1,Bug forclose
2024-11-20 05:24:36,2,Mending downgrade lah daripada update malah nge.bug..tolong diperhatikan dan langsung diperbaiki dong bni mobile nya..udah banyak yang ngeluh tuh.. saya sampe uninstall dan install lagi masih gak bisa juga. Menghambat urusan nasabah buat bayar2 ini sih!!
2024-11-20 04:06:51,1,Sejak update ngebug aplikasinya. Apa gak diperbaiki kah. Keluar secara paksa terus pas mau transaksi
2024-11-20 03:28:49,1,"Aplikasi eror, nge bug terus.. sering keluar2 sendiri"
2024-11-20 02:09:57,1,Kenapa di atas jam 1 malam susah sekali transaksi ???
2024-11-20 01:40:56,1,"Tolong donk, kok nge bug terus, keluar kagak guna pake m-banking kayak gini"
2024-11-20 00:28:31,4,Tolong gimanna sih ini masuk applikaasi kluaar aagi
2024-11-20 00:17:04,1,Tidak bisa di pakai lagi aplikasi nya
2024-11-19 23:51:44,1,aneh kenpa gk bisa masuk..pdahal pin saya bnr
2024-11-19 23:02:00,1,sama problem ny selalu keluar sendiri
2024-11-19 22:53:58,1,tolong hapus saja bni mobile banking ini dari play store kalau tidak mau diperbaiki.
2024-11-19 22:11:36,1,"Mobile bankingnya eror, muncul warning bug terus"
2024-11-19 22:11:31,1,"Aplikasi mental terus bos , rame2 kasih bintang 1 aja biar ke up pusat"
2024-11-19 22:04:56,5,"Saya suka BNI untuk lakukan transaksi, masak suruh ganti yg lain gara2 aplikasi baru buka sudah closet Mulu. Ayolah team pengembang, mohon ditindaklanjuti untuk masalah force close app ini."
2024-11-19 22:01:30,3,"Saya pikir cuma saya yg merasakan masuk ke bni tiba"" keluar sendiri.... kok begini ya makin aneh"
2024-11-19 21:54:26,1,Aneh sekali merepotkan mau login keluar sendiri terus kenapa ini tlong cpt di perbaiki kalo gc saya pindah ke bank lain .
2024-11-19 21:51:34,2,Aplikasi BNI aku ko keluar terus sebelum nya gak pernah jadi susah buat transaksi baru buka aplikasi nya aja udah keluar
2024-11-19 21:50:47,1,"BNI BNI, EROR PARAH!!! BANK APA INI M BANGKINGNYA GA NYAMAN BUG BERHARI"" GA TERATASI TIM BNI BISA KERJA GA SIHH? GA NYAMAN BANGET"
2024-11-19 21:33:28,2,"Kenapa begini sekarang kluar masuk trus buka mbanking,Uda uninstal Uda hapus data jg,Masi jg bgtu trus,,"
2024-11-19 21:24:13,1,Kenapa sih keluar terus baru juga log in astaghfirullah aplikasi nya ga nyaman sekali
2024-11-19 21:19:49,5,Aplikasinya cepat
2024-11-19 21:16:48,2,"sangat kecewa dengan sistem BNI yang sekarang, padahal dari kuliah saya pake BNI sistem dan respon terhadap keluhanya sangat cepat. tapi akhir"" ini saya rasa sistem BNI malah semakin kurang. Apalagi sekarang setiap tarik tunai saldo kepotong tapi uang tidak keluar menghubungi cs pun respon nya sangat lama."
2024-11-19 21:11:36,1,Ini aplikasi sering kluar sendriii ... perbaiki
2024-11-19 20:56:55,2,Mau transaksi aja susah banget nijir..keluar sendiri bug apa gimana nih masa masuk aplikasi mau transfer keluar sendiri ga jelas banget
2024-11-19 20:50:19,4,Gudd
2024-11-19 20:47:25,1,"Aplikasi close sendiri, cepatlah diperbaiki"
2024-11-19 20:37:28,1,Kenapa mau login selalu force close? Tolong diperbaiki.
2024-11-19 20:33:22,1,"Tetap belum ada perubahan. Sudah hapus cache aplikasinya, tetap aplikasinya tutup sendiri. Mau transaksi tak bisa. Baru kali ini parah kendalanya"
2024-11-19 20:32:21,1,"Perbaik bug force close,sangat mengganggu transaksi"
2024-11-19 20:32:20,1,Bug
2024-11-19 20:17:46,3,"Baru dicoba mengikuti saran dari BNI, masih error gak nih ......,🤔"
2024-11-19 20:13:52,1,Sudah terwakili dengan koment yg ada. Aplikasi tbtb keluar saat transaksi belum done. Sekelas BNI tp aplikasi nya kalah dengan bank lain yang bukan BUMN.
2024-11-19 20:11:53,1,"tolong aplikasinya diperbaiki,kita buka cek saldo bisa,tp waktu mau transfer tidak bisa kembali lagi selalu menutup,baru buka mau transfer kaya gitu lagi.mohon penjelasanya"
2024-11-19 20:08:23,1,Bug nya tolong diperbaiki... m banking tidak bisa dipake untuk transaksi
2024-11-19 20:01:18,4,Kenapa sudah diuninstal instalasi kembali masih saja close dengan sendirinya..mohon diperbaiki segera..soalnya dipakai buat transaksi macam
2024-11-19 19:57:17,5,Best membantu
2024-11-19 19:46:07,3,"Sebelum ini sy acungi jempol untuk aplikasi BNI mobile banking. Tp sekarang lagi mode kecewa, sekarang suka keluar sendiri dr aplikasi, padahal belum selesai transaksi, jadi kejar2an terus, mengganggu banget. Dan sekarang aku coba uninstall, dinstal ulang malah mau masukin akun ndha berhasil2 krn suka keluar aplikasi sendiri. Jadi ndha selesai2. Tolong diperbaiki ya min."
2024-11-19 19:44:57,3,Sudah unistal terus sy instal kembsli ttp tetep kembali lagi ke menu awal
2024-11-19 19:33:48,4,Sekarang kok aplikasi nya suka force close ya? Tolong segera diperbaiki untuk kenyamanan transaksi nasabah. Terima kasih
2024-11-19 19:28:25,1,"Akhir-akhir ini sangat m_bangkingnya mengecewakan setiap kali mau transaksi selalu keluar sendiri, udah d apus dan d download lagi malah susah masuknya, ngisi ini itu tetep gk bs masuk selalu keluar sendiri"
2024-11-19 19:15:00,1,"Sudah di instal ulang tetep aj keluar keluar semdiri, jaringan ok, wifi spedy, first, Mnc, pakai kartu xl, telkom tetep aj.. ini gimana sih bni, apa harus pindah wonder...?"
2024-11-19 19:02:38,5,Knp susah dibuka
2024-11-19 19:00:08,2,Setelah diupdate kok jadi sering bug ya.. Tiba tiba close. Kalau mau transaksi cepat jd malah terganggu. Tolong diperbaiki
2024-11-19 18:53:04,5,Update 4: Lancar Update 3 - Tak kasih bintang 1 lagi karena kesulitan verifikasi saat reinstall apk. *Update 2 - Sekarang Bintang 5 karena apknya lancar. *Update 1 - Peringatan 'salah' dan 'gagal' terusss! Kayak kita ini orang gaptek!*
2024-11-19 18:47:14,1,Baru sampai beranda tiba tiba ngelog out sendiri. Sudah dicoba berkali kali sama aja.
2024-11-19 18:46:26,3,"assalammualaikum, kenapa hari ini bni mbangking saya tiba² close sendiri sampai mau transfer sulit 3x percoban bisa tapy mau share gambarnya tiba² keluar sendiri, trus saya pikir harus upgrade d play store ,ternya enggak .. pdhl biasanya baik² saja selama penggunaan tpy kenapa sering begini?"
2024-11-19 18:30:54,5,Kenapa M-banking BNI kita login selalu di send out yah sudah 2 hari ini
2024-11-19 18:30:49,2,"Aplikasi sering ke log out sendiri ketika transaksi, ini solusinya gimana ya."
2024-11-19 18:08:34,2,"Parah banget, baru masuk aplikasi, udah keluar sendiri, dan begitu seterusnya,, sampe instal, unistal, instal lagi, begitu aja terus menerus sampe pegel"
2024-11-19 18:00:24,1,"Aplikasi error Terpaksa aku kasih satu bintang Begitu transaksi aplikasinya close (keluar) Mohon diperbaiki aplikasinya Catatan untuk BNI yang menginfokan dari HP saya yang tidak support, sebelum ada wondr.apk , BNI mobile aman dan lancar untuk bertransaksi. Setelah aku uninstal dan aku instal lagi dan sudah aku isi formulirnya sampai sudah mendapatkan notifikasi dari SMS , sekarang tambah parah , kalau login harus isi formulir pendaftaran lagi , begitu selesai , aplikasi menghilang / cloose"
2024-11-19 17:59:12,1,"Dari kemarin mau tranfer gk bisa2, ini apk knp sih pas mau tranfer kok keluar sendiri, mohon di percepat perbaikan apknya, bank BUMN kok kalah sama bank swasta, lelet"
2024-11-19 17:52:18,1,Tolong segera di perbaiki terlalu banyak banyak bug !.
2024-11-19 17:43:51,5,Hari ini gangguan
2024-11-19 17:41:08,3,"Ini kenapa sering keluar"" sendiri ya pas lagi mau TF.. Hellooo bisa kah di jelaskan permasalahannya kenapa"
2024-11-19 17:32:09,1,Perbaiki bug kalian atau gue close aja ni akun bank di BNI!! Gausah banyak tingkah
2024-11-19 16:43:40,1,"Setelah update sekarang , pas login ke bni mobile , tiba"" crash , tolonf perbaiki"
2024-11-19 16:43:03,1,Baru mau trf udah keluar sendiri. Tolong dong diperbaiki. Ini membuang² waktu harus berkali² sampe berhasil. Gak cuma 1 2 orang rata² semua keluhannya sama!!!
2024-11-19 16:33:17,1,"Ini kenapa kah sdh di unistall berapa kali,,kok masih aj kelaur tiba². Registar malah gk jelas status nya tetap aj bug bug bug bug"
2024-11-19 16:29:47,5,Nge bug parah
2024-11-19 16:25:45,1,Aplikasinya sering keluar sendiri
2024-11-19 16:25:35,1,Makin update makin jelek. Keluar2 sendiri. Maksutnya gmna ini? Makin gx jelas. Tolong lah diperbaiki kayak dulu lagi🙏
